"Business Name","Primary Contact","Phone","Email","City","Job Title","Contact LinkedIn","Website","Full Address","Type","Quadrant","Company Social","Personal Instagram","Status","Notes"
"Top layer Medical Spa & Laser","","","","Edmonton","","","","","","","https://www.instagram.com/top.layer.medispa/","","Interested","Top layer Medical Spa & Laser *** cant find need to call them***"
"Hills medical clinic","","","","Edmonton","","","","","","","https://www.facebook.com/harvinder91/photos/we-are-pleased-to-announce-that-dr-michael-igwedinma-is-now-accepting-new-patien/25789600517330845/","","","Hills medical clinic (medical - no lasers currently - promoted exci308)"
"Bella vita laser clinic","Houda Alkasm","","","Edmonton","","https://ca.linkedin.com/in/houda-alkasm-34a644a8","","","","","https://www.instagram.com/bellavitalaserclinic/","","","Bella vita laser clinic"
"Revive Cosmetic","","","","Edmonton","","","","","","","https://www.instagram.com/revivecosmeticclinic/","","","Revive Cosmetic"
"MD SKIN COSMETIC CLINIC","","","","Edmonton","","","","","","","https://www.instagram.com/mdskin_cosmetic/","","","MD SKIN COSMETIC CLINIC"
"Searles Dermatology","","","","Edmonton","","","","","","","https://www.facebook.com/SearlesDermatology/","","","Searles Dermatology"
"Celin Laser Hair Removal","","","","Edmonton","","","","","","","https://www.instagram.com/celinlaseryvr/","","","Celin Laser Hair Removal- stopped by already"
"Advanced Laser & Skin Care","","","","Edmonton","","","","","","","https://www.instagram.com/advancedskincareyeg/","","","Advanced Laser & Skin Care - has event Thursday until 8 go after"
"Ooyu Skin Edmonton","Met Paisley in Calgary location","+1 368-380-1116","","Edmonton","","","https://ooyuskin.com/edmonton/","8256 93a Ave NW B2, Edmonton, AB T6C 1V6, Canada","Medical spa","","","","","Ooyu Skin Edmonton - Ji (Met Paisley in Calgary location)"
"Phantom skin","Cmack","+1 780-710-1527","cmack@phantomskinz.com","Edmonton","","","http://www.loveyourbackstudio.com/","10359 Whyte Ave NW, Edmonton, AB T6E 1Z9, Canada","Tattoo removal service","","https://www.instagram.com/phantom.skin/","","","Phantom skin - tattoo removal specialist & skin rejuv 25964b"
"Oxyderm laser clinic","Hetisha Shukla","","","Edmonton","","https://ca.linkedin.com/in/hetisha-shukla-a72aa6237","","","","","https://www.instagram.com/oxyderm/","","","Oxyderm laser clinic"
"Laser & Skincare by Christine Kraychy","","","","Edmonton","","","","","","","","","","Laser & Skincare by Christine Kraychy"
"Lasting impression laser","","","","Edmonton","","","","","","","https://www.instagram.com/lastingimpressionslaser/","","","Lasting impression laser - 930am opens - done"
"Precise beauty bay","Davinder Dhanota","","","Edmonton","Spa Owner","https://ca.linkedin.com/in/davinder-dhanota-012544276","","","","","https://www.instagram.com/precisebeautybay/","","","Precise beauty bay - done"
"Bare skin med spa 930","","","","Edmonton","","","","","","","","","","Bare skin med spa 930 - wasnt there - no email sent text"
"Cheryl's PLACE","","","","Edmonton","","","","","","","https://www.instagram.com/cheryls_p.l.a.c.e/","","Interested","Cheryl's PLACE - not interested - didnt even want to take info left it anyway"
"Refine medispa","near hotel","","","Edmonton","","","","","","","https://www.instagram.com/refine_medispa/","","Interested","Refine medispa (near hotel) *** great clinic would like to get into"
"Metamorphosis boutique spa and laser","Christina Snipes","","","Edmonton","","https://ca.linkedin.com/in/christinasnipes","","","","","","","","Metamorphosis boutique spa and laser"
"Vivere skin and body","","","","Edmonton","","","","","","","https://www.instagram.com/popular/med-spa-services-for-skin/","","Interested","Vivere skin and body *** great clinic would LOVE to get into"
"POLEMA Laser & aesthetics","","","","Edmonton","","","","","","","https://www.facebook.com/p/Polema-Laser-Aesthetics-100066397456432/","","","POLEMA Laser & aesthetics - sent to saif"
"Allendale laser & esthetics","","","","Edmonton","","","","","","","https://www.instagram.com/allaesthetic.s/","","","Allendale laser & esthetics - sent to saif"
"Bush whacked laser","","","","Edmonton","","","","","","","","","","Bush whacked laser"
"Shape Md","Colin Tran","","","Edmonton","EVP Corporate Affairs","https://ca.linkedin.com/in/cbtran23","","","","","https://www.instagram.com/leighannsmith.md/","","","Shape Md - acne specialist dr. Tse & NM / filler"
"Redefine laser and electrolysis clinic","","","","Edmonton","","","","","","","https://www.facebook.com/redefinehairremoval/","","Interested","Redefine laser and electrolysis clinic - SMALL BUSINESS LHR ONLY HAS 9 POSTS ON IG AND NO FOLLOWERS***"
"Tropical laser edmonton","","","","Edmonton","","","","","","","https://www.instagram.com/explore/locations/1033215088/tropicalaser-alberta/","","","Tropical laser edmonton"
"Wellness on Whyte","","","","Edmonton","","","","","","","https://www.instagram.com/wellnessonwhyte/","","","Wellness on Whyte - no lasers currently"
"One plus medical laser clinic / about face plus skin centre","inside wellness on whyte building by tropical laser","","","Edmonton","","","","","","","https://www.instagram.com/oneplus_medical_laser_clinic_/","","","One plus medical laser clinic / about face plus skin centre (inside wellness on whyte building by tropical laser)"
"Emerald wellness and medical centre","Adeleye Adebayo","","","Edmonton","","https://ca.linkedin.com/in/emeraldwellness","","","","","https://www.facebook.com/emeraldmedicalandwellness/","","","Emerald wellness and medical centre (downtown)"
"Orchid skin therapy","downtown","","","Edmonton","","","","","","","https://www.facebook.com/61553273789194/?locale=et_EE","","","Orchid skin therapy (downtown) - 2 locations in edmonton + calgary"
"Aesthetix MD","Beside orchid skin therapy","","","Edmonton","","","","","","","https://www.instagram.com/aesthetix.md/","","","Aesthetix MD (Beside orchid skin therapy)"
"Serene Radiance","","","","Edmonton","","","","","","","","","","Serene Radiance - dr. Moussa"
"Forever young skin rejuvenation","Sima H","","","Edmonton","Owner","https://ca.linkedin.com/in/fyhairspa","","","","","https://www.instagram.com/forever_young_yeg/","","","Forever young skin rejuvenation - done oct 30"
"12pm meeting Eva","","","","Edmonton","","","","","","","","","Meeting Scheduled","12pm meeting Eva - edmonton dermatology centre  - done oct 30"
"Event for aesthetic plus holistic 2pm","","","","Edmonton","","","","","","","https://www.instagram.com/carm_tempel_keenan/","","","Event for aesthetic plus holistic 2pm - 8pm"
"MD Spa and laser clinic","","","","Edmonton","","","","","","","https://www.instagram.com/explore/locations/248434881907110/md-spa-and-laser-clinic/nearby/","","","MD Spa and laser clinic - 6pm"
"LA laser and spa","","","","Edmonton","","","","","","","https://www.instagram.com/la_laser_and_spa/","","","LA laser and spa"
"Nixy laser & wellness","","","","Edmonton","","","","","","","https://www.instagram.com/nixy_laser_wellness/","","","Nixy laser & wellness"
"Laser n style","closer to hotel","","","Edmonton","","","","","","","https://www.instagram.com/laser_n_style/","","","Laser n style (closer to hotel) - SKIP NOT GOOD CLINIC"
"Style N Shimmer Laser & Skin Beauty Clinic","Stylenshimmer","","stylenshimmer@gmail.com","Edmonton","","","","","","","https://www.facebook.com/shine.n.shimmer.2025/","","","Style N Shimmer Laser & Skin Beauty Clinic (closer to hotel)  SKIP NOT GOOD CLINIC"
"Aroma beauty spa","Khushboo Jatav","","khushboo.jatav@gmail.com","Edmonton","","https://in.linkedin.com/in/khushboo-jatav-267887315","","","","","https://www.instagram.com/aromabeauty.ca/","","","Aroma beauty spa - SOUTH DO MONDAY AFTER DEMO DEC 15TH"
"Dev medical aesthetics","closer to hotel","","","Edmonton","","","","","","","https://www.instagram.com/your.esty.dev/","","","Dev medical aesthetics (closer to hotel)"
"Advanced facial and nasal centre","north of downtown","","info@advancedfacialsurgery.ca","Edmonton","","","","","","","https://www.facebook.com/61580196377990/","","","Advanced facial and nasal centre - plastics (north of downtown)   hello@trueaestheticsyeg.com"
"T cosmetic windermere & downtown","","","","Edmonton","","","","","","","https://www.instagram.com/ttmediaservice/","","","T cosmetic windermere & downtown - closed oct 30 & dec 11th"
"Beauty style & laser","Becks Ji","","Becks.Ji2017@gmail.com","Edmonton","","","","","","","https://www.facebook.com/HairstyleMakeupbyBal/","","","Beauty style & laser (downtown)"
"Evelinecharles","Eveline Charles","","","Edmonton","CEO","https://ca.linkedin.com/in/eveline-charles-068b0811","","","","","https://www.instagram.com/evelinecharles/","","","Evelinecharles - Carol/ Susanne (west derm in mall)"
"WestEd Medical & aesthetics","Westedmedical","","westedmedical@gmail.com","Edmonton","","","","","","","https://www.instagram.com/westedmedical/","","","WestEd Medical & aesthetics"
"SEE IF THERE ARE OTHER CLINICS IN MALL","","","","Edmonton","","","","","","","https://www.instagram.com/westedmedical/","","","SEE IF THERE ARE OTHER CLINICS IN MALL"
"ArgAnna beauty & health 9am","","","contact@argannabeauty.com","Edmonton","","","","","","","","","","ArgAnna beauty & health  9am**"
"Charlotte laser & rejuvenation centre","Crejuvenation","","crejuvenation@gmail.com","Edmonton","","","","","","","https://www.facebook.com/merakimedicalaesthetics/","","","Charlotte laser & rejuvenation centre"
"Dr. Bisi Vaginal Health and Rejuvenation","Laservaginalrejuv","","laservaginalrejuv@gmail.com","Edmonton","","","","","","","https://www.instagram.com/drbisialuko/","","","Dr. Bisi Vaginal Health and Rejuvenation"
"THE FACE STUDY, located inside skin tribe, #105","","","","Edmonton","","","","","","","","","","THE FACE STUDY, located inside skin tribe, #105-4910 50th street"
"stony plain, ab.","Amber S","","Amber@facestudy.ca","Edmonton","","https://ca.linkedin.com/in/amber-shuttleworth","","","","","https://www.instagram.com/explorestonyplain/","","","stony plain, ab."
"Milk and honey beauty studio","","","","Edmonton","","","","","","","https://www.instagram.com/popular/milk-and-honey-beauty-studio/","","","Milk and honey beauty studio - msgd on IG"
"Powers medical aesthetics","Robin Power","","","Edmonton","","https://ca.linkedin.com/in/robin-power-00462161","","","","","","","","Powers medical aesthetics - Robyn owner - msgd on IG"
"Silk beauty studio","","","","Edmonton","","","","","","","","","","Silk beauty studio"
"Studio Elle medical aesthetics","Ellie Schwab","","","Edmonton","","https://ca.linkedin.com/in/ellie-schwab-14331a25b","","","","","https://www.facebook.com/studioelleaesthetics/","","","Studio Elle medical aesthetics - msgd on IG"
"Urban touch halo wellness","","","urbanhaloinfo@gmail.com","Edmonton","","","","","","","https://www.facebook.com/urbantouchsprucegrove/mentions/","","","Urban touch halo wellness"
"Westgrove clinic? * no lasers but medical","","","","Edmonton","","","","","","","","","","Westgrove clinic? * no lasers but medical"
"Beautiful you laser & advanced aesthetics msgd on IG","","","","Edmonton","","","","","","","https://www.instagram.com/carm_tempel_keenan/","","","Beautiful you laser & advanced aesthetics msgd on IG"
"True balance spruce grove","","","","Edmonton","","","","","","","https://www.facebook.com/truebalancemedspa/","","","True balance spruce grove - not looking to add right now BIO WELLNESS CLINIC SKIP AS PER SAIF"
"Crave beauty & wellness centre","","","info@cravebeautylab.com","Edmonton","","","","","","","","","Interested","Crave beauty & wellness centre****"
"Skin physicians dermatology clinic","","","","Edmonton","","","","","","","https://www.facebook.com/VEROHairRestoration/photos/a.266867286748956/3083251331777190/?type=3","","","Skin physicians dermatology clinic - shanu office in spruce grove"
"Strut & the other side","","","","Edmonton","","","","","","","https://www.instagram.com/theothersideofstrut/","","","Strut & the other side - msgd on IG"
"Meraki medical aesthetics","sold sign on house","","","Edmonton","","","","","","","https://www.instagram.com/merakimedicalaesthetics/","","","Meraki medical aesthetics - 643 Windross Cres NW, Edmonton, AB (sold sign on house) - sent text"
"My Urban retreat","","","","Edmonton","","","","","","","https://www.instagram.com/my.urban.retreat/","","","My Urban retreat ** great clinic try to get into"
"bare laser and skin studio","home clinic didn't leave info","","info@barelaserandskinstudio.ca","Edmonton","","","","","","","","","","bare laser and skin studio - (home clinic didn't leave info) -"
"Viva permanent beauty & aesthetics","Vivapermanentmakeup","","vivapermanentmakeup@gmail.com","Edmonton","","","","","","","https://www.instagram.com/vivaedmonton_pmu/","","","Viva permanent beauty & aesthetics (home clinic, left info) -"
"Aspen Aesthetics","","","","Edmonton","","","","","","","https://www.instagram.com/aspenaesthetics.yeg/","","Interested","Aspen Aesthetics *** high end clinic has entire BTL platform"
"Encore Medical Rejuvenation","Jara Wu","","","Edmonton","","https://ca.linkedin.com/in/jara-wu-23793a44","","","","","https://www.facebook.com/encore.ca/","","Interested","Encore Medical Rejuvenation **** sent to saif"
"Flawless Skin Clinic","","","","Edmonton","","","","","","","https://www.instagram.com/flawless.skin.clinic/","","","Flawless Skin Clinic ** sent to saif"
"Bliss MediSpa & Integrated Wellness","","","","Edmonton","","","","","","","https://www.instagram.com/bliss_medispa/","","Interested","Bliss MediSpa & Integrated Wellness **** sent to saif"
"The Lab studio","","","","Edmonton","","","","","","","https://www.instagram.com/thelabstudioyeg/","","","The Lab studio"
"Studio R salon and spa","","","","Edmonton","","","","","","","","","","Studio R salon and spa"
"Zoe medical centre","Nathaniel Amaliba","","","Edmonton","","https://gh.linkedin.com/in/nathaniel-amaliba-167821197","","","","","","","","Zoe medical centre - saif knows doctor"
"Reemake skin medical spa","Ne location","","","Edmonton","","","","","","","","","Interested","Reemake skin medical spa - interested**( Ne location)"
"Body polish","","","","Edmonton","","","","","","","https://www.facebook.com/bodypolishspa/","","","Body polish"
"The beauty loft","","","","Edmonton","","","","","","","https://www.instagram.com/yegbeautyloft/","","","The beauty loft"
"Elite beauty medi spa","Zainab Ghanem","","","Edmonton","Owner","https://ca.linkedin.com/in/zainab-ghanem-b5056126b","","","","","https://www.instagram.com/elitebeautymedispa/","","Has Device","Elite beauty medi spa - just bought gentle max"
"Evergreen cosmetic north","","","","Edmonton","","","","","","","","","","Evergreen cosmetic north"
"Oncore medispa","","","","Edmonton","","","","","","","https://www.instagram.com/encoremedrejuvenation/","","","Oncore medispa"
"Castledowns medical laser & aesthetics","ramadan hochaimi","","","Edmonton","","https://ca.linkedin.com/in/ramadan-hochaimi-4192772b","","","","","https://www.instagram.com/cmwcaesthetics/","","","Castledowns medical laser & aesthetics"
"External affairs edmonton","","","","Edmonton","","","","","","","https://www.instagram.com/popular/external-affairs-edmonton/","","","External affairs edmonton"
"Beauty beyond medical spa","","","","Edmonton","","","","","","","https://www.facebook.com/bbmedicalspa/","","","Beauty beyond medical spa - DONE"
"Platinum medical spa","","","","Edmonton","","","","","","","https://www.instagram.com/platinummedicalspa_/","","Interested","Platinum medical spa - DONE - DONT GO THERE*****"
"THE LOUNGE","Aayat Mir","","","Edmonton","","https://ca.linkedin.com/in/aayat-mir","","","","","https://www.instagram.com/theloungemedicalspasouth/","","Interested","THE LOUNGE - ROLA - DONT GO THERE******"
"LOSHEN & CREM","Monireh Karami","","","Edmonton","Esthetician / Owner","https://www.linkedin.com/in/monireh-karami-9a5aa9ab","","","","","https://www.instagram.com/loshen_crem/","","Interested","LOSHEN & CREM - DONT GO THERE***** EXISTING CLIENT"
"Skin physicians dermatology","","","","Edmonton","","","","","","","https://m.facebook.com/2098268397083811/","","Meeting Scheduled","Skin physicians dermatology - had meeting"
"Everglow medi spa","","","","Edmonton","","","","","","","https://www.instagram.com/everglow.medispa/","","","Everglow medi spa"
"Revive cosmetic clinic","","","","Edmonton","","","","","","","https://www.instagram.com/revivecosmeticclinic/","","","Revive cosmetic clinic - go back"
"Md skin cosmetic clinic","","","","Edmonton","","","","","","","","","","Md skin cosmetic clinic"
"Vanity touch / the alchemy room","","","","Edmonton","","","","","","","https://www.instagram.com/rn_nursejackie/channel/","","","Vanity touch / the alchemy room"
"NV Skin","","","","Edmonton","","","","","","","https://www.instagram.com/nv.skin/reels/","","","NV Skin"
"Skinjuvenate aesthetics","","","","Edmonton","","","","","","","https://www.facebook.com/SkinjuvenateAesthetics/","","","Skinjuvenate aesthetics - IN MARIAS SPACE - DONT NEED TO GO"
"","","","","Edmonton","","","","","","","","","Meeting Scheduled","NEAR 11AM MEETING (downtown edmonton) Acne edit - cassandra"
"Beauty rewind","","","","Edmonton","","","","","","","https://www.instagram.com/beauty_rewind/","","","Beauty rewind"
"Rejuvenation dermatology","Paul Kuzel","","","Edmonton","","https://ca.linkedin.com/in/paul-kuzel-944002205","","","","","https://www.instagram.com/rejuv.canada/","","","Rejuvenation dermatology"
"Youthful image","Simone Persaud","","","Edmonton","","https://ca.linkedin.com/in/simone-persaud","","","","","https://www.instagram.com/popular/empress-elisabeth-mental-health-struggles/reels/DEu1YQ7OuSx/","","","Youthful image - dr. Sapijazsko"
"The edmonton facialist","","","","Edmonton","","","","","","","https://www.facebook.com/p/The-Edmonton-Facialist-100064051090890/","","","The edmonton facialist"
"True aesthetics","","","","Edmonton","","","","","","","https://www.instagram.com/trueyeg/","","","True aesthetics"
"Cosmedics","Brandy Gowling","","","Edmonton","","https://ca.linkedin.com/in/brandy-gowling-03b8a714","","","","","","","","Cosmedics"
"Stratica dermatology","","","","Edmonton","","","","","","","https://www.instagram.com/straticadermatology/","","","Stratica dermatology"
"Marlee Patricia aesthetics","","","","Edmonton","","","","","","","https://www.facebook.com/61581294599567/","","","Marlee Patricia aesthetics"
"Artistry Injections","","","","Edmonton","","","","","","","https://www.instagram.com/gina.injects/","","","Artistry Injections"
"Balwin aesthetics","","","","Edmonton","","","","","","","https://www.instagram.com/balwinaesthetics/","","Interested","Balwin aesthetics - already stopped by but was interested"
"Intimate health dr. Talita moved to 204, 12850 97st edmonton Alberta T5E 7806402140","","","","Edmonton","","","","","","","","","","Intimate health dr. Talita moved to 204, 12850 97st edmonton Alberta T5E 7806402140"
"Rao Dermatology","Sandra","780-489-8822","sandra@activmdspa.com","Edmonton","","","","","Dermatology","","https://www.instagram.com/raodermatology/","","","having conversations with already"
"Rao Dermatology","Jrao","780-489-8822","jrao@raoderm.com","Edmonton","","","","","Dermatology","","https://www.instagram.com/raodermatology/","","","having conversations with already"
"Rao Dermatology","Nrao","780-489-8822","nrao@raoderm.com","Edmonton","","","","","Dermatology","","https://www.instagram.com/raodermatology/","","","having conversations with already"
"Rejuvenation Dermatology Edmonton South","Wallacec","780-425-1212","wallacec@rejuv.ca","Edmonton","","","","","Dermatology","","https://www.instagram.com/popular/rejuvenation-dermatology-edmonton/","","",""
"Rejuvenation Dermatology Edmonton Downtown","Cummingsm","780-425-1212","cummingsm@rejuv.ca","Edmonton","","","","","Dermatology","","https://www.instagram.com/rejuv.canada/","","",""
"Youthful Image Clinic - Dermatology","Lv Youthful","780-424-4440","lv.youthful@gmail.com","Edmonton","","","","","Dermatology","","https://www.instagram.com/drlornepoon/","","",""
"Youthful Image Clinic - Dermatology","Mariuszsf","780-424-4440","mariuszsf@yahoo.com","Edmonton","","","","","Dermatology","","https://www.instagram.com/drlornepoon/","","",""
"Skin Physicians Dermatology","Management","587-520-0755","management@skinphysicians.ca","Edmonton","","","","","Dermatology","","https://www.instagram.com/skinphysiciansdermatology/","","","in early conversations - no meeting scheduled as of now"
"Skin Physicians Dermatology","Shanu Mohamedali","587-520-0755","shanu.mohamedali@gmail.com","Edmonton","","","","","Dermatology","","https://www.instagram.com/skinphysiciansdermatology/","","","in early conversations - no meeting scheduled as of now"
"Nakatsui DermaSurgery Centre","Melanie","780-482-1414","melanie@nakatsuiderm.com","Edmonton","","","","","Dermatology","","https://www.facebook.com/NakatsuiDerm/","","","having conversations with already"
"Nakatsui DermaSurgery Centre","Thomas","780-482-1414","thomas@nakatsuiderm.com","Edmonton","","","","","Dermatology","","https://www.instagram.com/popular/nakatsui-dermasurgery/","","","having conversations with already"
"Lucere Dermatology & Laser Clinic (Dermapure)","Ztaher","780-461-1188","ztaher@ualberta.ca","Edmonton","","","","","Dermatology","","https://www.instagram.com/lucereskin/","","","Dermapure Clinic ** Dermapure Owns Practice"
"Lucere Dermatology & Laser Clinic (Dermapure)","Isan Sassi","780-461-1188","info@lucereskin.com","Edmonton","","https://ca.linkedin.com/in/isan-sassi-811054187","","","Dermatology","","https://www.instagram.com/lucereskin/","","","Dermapure Clinic ** Dermapure Owns Practice"
"Lucere Dermatology & Laser Clinic (Dermapure)","Isan Sassi","780-461-1188","sassi@lucereskin.com","Edmonton","LinkedIn Clinic Director","https://ca.linkedin.com/in/isan-sassi-811054187","","","Dermatology","","https://www.instagram.com/lucereskin/","","","Dermapure Clinic ** Dermapure Owns Practice"
"Searles Dermatology & Aesthetics","Suzanne Searle","780-424-4464","susansearles@me.com","Edmonton","Artistic Director","https://ca.linkedin.com/in/suzanne-searle-a4584a2b","","","Dermatology","","https://www.facebook.com/SearlesDermatology/","","",""
"Vida Dermatology","Akurian","780-761-8432","akurian@vidadermatology.com","Edmonton","","","","","Dermatology","","https://www.facebook.com/vida.dermatology/","","",""
"Edmonton Dermatology Cosmetic & Skin Surgery Centre","Cosmo","780-784-0339","cosmo@edmontonderm.ca","Edmonton","","","","","Dermatology","","https://www.facebook.com/edmdermatology/","","","have meeting end of October"
"Symmetry Dermatology","Courtenaym","780-784-0606","courtenaym@symmetryderm.com","Edmonton","","","","","Dermatology","","https://www.instagram.com/symmetry.laser/","","","connected with - said not looking right now - reach out?"
"RejuvaDERM Dermatology","Makenna","780-665-4646","makenna@rejuvaderm.ca","Edmonton","","","","","Dermatology","","https://www.instagram.com/honey_needle/","","","connected with - said not looking right now - reach out?"
"RejuvaDERM Dermatology","Dr. Eric Wong","780-665-4646","info@rejuvaderm.ca","Edmonton","","","","","Dermatology","","","","","connected with - said not looking right now - reach out?"
"PLASTIC & COSMETIC LASER SURGICAL CENTRE LTD. (Meadowlark - 7 Surgeons)","Kkokotilo","780-424-6520 (main office)","kkokotilo@meadowlarksc.ca","Edmonton","","","","","Plastic Surgery","","","","","SEE BELOW"
